,PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,lat,lng
135862,1901137000,1901137000,1901137000,84,SEAVERNS,AV,,2130,995,CM,0,0,0,0,3600.0,1892,2002,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.311096,-71.1096538
135865,1901138000,1901138000,1901138000,66 68,SEAVERNS,AV,,2130,995,CM,0,0,0,0,6337.0,1899,2007,0.0,0.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,FS,5.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.31150359999999,-71.11038789999999
135871,1901139000,1901139000,1901139000,62,SEAVERNS,AV,,2130,995,CM,0,0,0,0,3536.0,1915,2000,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.3116753,-71.1107099
135875,1901140000,1901140000,1901140000,58,SEAVERNS,AV,,2130,995,CM,0,0,0,0,3341.0,1905,1999,0.0,0.0,3.0,R,DK,F,W,15.0,6.0,6.0,0.0,M,M,M,3.0,M,M,M,W,N,0.0,G,G,G,N,G,,DK,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3117362,-71.1108491
135879,1901141000,1901141000,1901141000,17,GORDON,ST,,2130,995,CM,0,0,0,0,6932.0,1875,2003,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3106653,-71.10859769999999
135918,1901153000,1901153000,1901153000,11,EVERETT,ST,,2130,995,CM,0,0,0,0,8787.0,1872,2010,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3097953,-71.10927079999999
135992,1901203000,1901203000,1901203000,16,NEWBERN,ST,,2130,995,CM,0,0,0,0,5079.0,1910,2003,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.309102,-71.1097814
136025,1901226010,1901226010,1901226010,28 30,JOHN A ANDREW,ST,,2130,995,CM,0,0,0,0,5699.0,1875,2000,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,TH,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3082545,-71.1104778
136026,1901226012,1901226010,1901226010,28,JOHN A ANDREW,ST,28,2130,102,CD,0,918400,918400,967994,1702.0,1875,2000,1702.0,1702.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,N,T,6.0,3.0,2.0,1.0,M,M,M,F,M,W,C,2.0,N,G,A,42.308299,-71.1104662
136027,1901226014,1901226010,1901226010,30,JOHN A ANDREW,ST,30,2130,102,CD,0,1073700,1073700,1131680,1700.0,1875,2007,2200.0,2200.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,N,T,6.0,3.0,2.0,1.0,M,M,M,F,M,W,C,1.0,N,G,A,42.3082545,-71.1104778
136038,1901237000,1901237000,1901237000,76,ELM,ST,,2130,995,CM,0,0,0,0,70326.0,1926,2006,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,LR,75.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3090383,-71.1108276
136116,1901242000,1901242000,1901242000,58 60,ELM,ST,,2130,995,CM,0,0,0,0,8148.0,1890,1999,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3095307,-71.1109808
136156,1901260000,1901260000,1901260000,47,SEDGWICK,ST,,2130,995,CM,0,0,0,0,5248.0,1925,2004,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3084296,-71.1137969
136162,1901262001,1901262001,1901262001,53,SEDGWICK,ST,,2130,995,CM,0,0,0,0,3240.0,1890,2009,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DX,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.3083009,-71.1134296
136170,1901265004,1901265000,1901265000,69,SEDGWICK,ST,2,2130,102,CD,0,498200,498200,525103,1125.0,1900,2014,1125.0,1125.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,N,T,7.0,3.0,1.0,0.0,M,,,O,M,F,C,0.0,N,G,A,42.3084719,-71.1128453
136172,1901266000,1901266000,1901266000,75,SEDGWICK,ST,,2130,995,CM,0,0,0,0,5917.0,1900,1993,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3084403,-71.1126596
136179,1901270000,1901270000,1901270000,99,SEDGWICK,ST,,2130,995,CM,0,0,0,0,7296.0,1871,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3082529,-71.1117776
136187,1901275001,1901275001,1901275001,82,CAROLINA,AV,,2130,995,CM,0,0,0,0,4144.0,1905,2001,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3080719,-71.11224179999999
136203,1901281000,1901281000,1901281000,54,CAROLINA,AV,,2130,995,CM,0,0,0,0,6203.0,1897,2002,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.308015,-71.1132166
136209,1901283032,1901283030,1901283030,46 - 48,CAROLINA,AV,1,2130,102,CD,0,389900,389900,410955,796.0,1930,2000,796.0,796.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,Y,T,4.0,2.0,1.0,0.0,M,,,F,M,F,C,0.0,N,G,A,42.3080657,-71.11220519999999
136210,1901283034,1901283030,1901283030,46 - 48,CAROLINA,AV,2,2130,102,CD,0,377300,377300,397674,796.0,1930,2000,775.0,775.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Y,T,4.0,2.0,1.0,0.0,M,,,F,M,F,C,0.0,N,G,A,42.3080657,-71.11220519999999
136211,1901283036,1901283030,1901283030,46 - 48,CAROLINA,AV,3,2130,102,CD,0,451700,451700,476092,857.0,1930,2016,857.0,857.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,Y,T,5.0,2.0,1.0,0.0,M,,,F,M,F,C,0.0,N,G,G,42.3080657,-71.11220519999999
136212,1901283038,1901283030,1901283030,46 - 48,CAROLINA,AV,4,2130,102,CD,0,451700,451700,476092,857.0,1930,2000,857.0,857.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,Y,T,5.0,2.0,1.0,0.0,M,,,F,M,F,C,0.0,N,G,G,42.3080657,-71.11220519999999
136213,1901283040,1901283030,1901283030,46 - 48,CAROLINA,AV,5,2130,102,CD,0,470400,470400,495802,882.0,1930,2000,882.0,882.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,N,T,5.0,2.0,1.0,0.0,M,,,F,M,F,C,0.0,N,G,G,42.3080657,-71.11220519999999
136214,1901283042,1901283030,1901283030,46 - 48,CAROLINA,AV,6,2130,102,CD,0,448000,448000,472192,882.0,1930,2006,882.0,882.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,N,T,5.0,2.0,1.0,0.0,M,,,F,M,F,C,0.0,N,G,A,42.3080657,-71.11220519999999
136217,1901286000,1901286000,1901286000,36,CAROLINA,AV,,2130,995,CM,0,0,0,0,6167.0,1905,2007,0.0,0.0,3.0,R,DK,F,F,15.0,6.0,3.0,0.0,M,M,M,3.0,M,M,M,W,C,0.0,G,G,G,N,F,,DK,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3079209,-71.11419149999999
136293,1901328000,1901328000,1901328000,5,GREENOUGH,PK,,2130,995,CM,0,0,0,0,2975.0,1880,1975,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3101116,-71.1133095
136294,1901328002,1901328000,1901328000,5,GREENOUGH,PK,1,2130,102,CD,0,401000,401000,422654,1112.0,1880,2015,1112.0,1112.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,N,T,4.0,2.0,1.0,0.0,M,,,F,S,W,N,0.0,N,A,A,42.3101116,-71.1133095
136295,1901328004,1901328000,1901328000,5,GREENOUGH,PK,2,2130,102,CD,0,725500,725500,764677,2112.0,1880,2016,2112.0,2112.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,Y,T,8.0,4.0,2.0,0.0,M,M,,F,M,W,N,2.0,N,G,G,42.3101116,-71.1133095
136308,1901337000,1901337000,1901337000,40,ALVESTON,ST,,2130,995,CM,0,0,0,0,10245.0,1900,0,0.0,0.0,3.0,R,CV,L,F,12.0,5.0,3.0,0.0,M,M,M,3.0,M,M,M,W,N,3.0,G,G,A,N,A,,FS,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3096958,-71.1126132
136357,1901368000,1901368000,1901368000,2,ALVESTON,ST,,2130,995,CM,0,0,0,0,6475.0,1920,2001,0.0,0.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,,,LR,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3118477,-71.11222839999999
136412,1901389000,1901389000,1901389000,4,HARRIS,AV,,2130,995,CM,0,0,0,0,4000.0,1890,2001,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,LR,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3110769,-71.1139594
136423,1901399000,1901399000,1901399000,21,SEAVERNS,AV,,2130,995,CM,0,0,0,0,6650.0,1910,0,0.0,0.0,3.0,R,CV,G,F,14.0,8.0,3.0,0.0,S,S,S,3.0,S,S,S,W,N,3.0,A,A,A,N,A,,DX,2.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3118612,-71.11289169999999
136456,1901420000,1901420000,1901420000,866,CENTRE,ST,,2130,995,CM,0,0,0,0,5724.0,1920,2014,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.30867200000001,-71.1194447
136463,1901421000,1901421000,1901421000,836 834,CENTRE,ST,,2130,995,CM,0,0,0,0,4763.0,1929,1950,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3086096,-71.1192574
136472,1901425000,1901425000,1901425000,23,GOLDSMITH,ST,,2130,995,CM,0,0,0,0,3897.0,1925,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3080606,-71.1191585
136494,1901435000,1901435000,1901435000,180,ARBORWAY,ST,,2130,995,CM,0,0,0,0,7425.0,1910,2000,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3073308,-71.11901929999999
136498,1901437000,1901437000,1901437000,172 174,ARBORWAY,ST,,2130,995,CM,0,0,0,0,4510.0,1920,2006,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3076229,-71.11911649999999
136510,1901447000,1901447000,1901447000,42,GOLDSMITH,ST,,2130,995,CM,0,0,0,0,4012.0,1905,2000,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3074431,-71.11836939999999
136511,1901447002,1901447000,1901447000,42,GOLDSMITH,ST,1,2130,102,CD,0,443400,443400,467344,1088.0,1905,2000,1088.0,1088.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,N,T,6.0,3.0,1.0,0.0,M,,,F,S,W,C,0.0,N,G,A,42.3074431,-71.11836939999999
136512,1901447004,1901447000,1901447000,42,GOLDSMITH,ST,2,2130,102,CD,0,449600,449600,473879,991.0,1905,2000,991.0,991.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,N,T,5.0,2.0,1.0,0.0,S,,,F,S,F,C,0.0,N,G,G,42.3074431,-71.11836939999999
136513,1901447006,1901447000,1901447000,42,GOLDSMITH,ST,3,2130,102,CD,0,455700,455700,480308,991.0,1905,2017,991.0,991.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,N,T,5.0,2.0,1.0,0.0,S,,,F,M,W,C,0.0,N,G,A,42.3074431,-71.11836939999999
136514,1901448000,1901448000,1901448000,38,GOLDSMITH,ST,,2130,995,CM,0,0,0,0,2051.0,1900,1999,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,A,A,,,,,,,,,,,,,,,,,,,,42.3075346,-71.11837129999999
136517,1901448006,1901448000,1901448000,38,GOLDSMITH,ST,3,2130,102,CD,0,379100,379100,399571,748.0,1900,2007,748.0,748.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,N,T,5.0,2.0,1.0,0.0,M,,,F,M,F,N,0.0,N,G,G,42.3075346,-71.11837129999999
136518,1901449000,1901449000,1901449000,36,GOLDSMITH,ST,,2130,995,CM,0,0,0,0,1966.0,1900,1999,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,A,A,,,,,,,,,,,,,,,,,,,,42.3076036,-71.11838449999999
136522,1901450000,1901450000,1901450000,34,GOLDSMITH,ST,,2130,995,CM,0,0,0,0,4017.0,1905,2003,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3077191,-71.1184622
136548,1901463000,1901463000,1901463000,15 -15R,BALLARD,ST,,2130,995,CM,0,0,0,0,4609.0,1905,2015,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3082425,-71.1180444
136549,1901463000,1901463000,1901463000,15 -15R,BALLARD,ST,,2130,995,CM,0,0,0,0,4609.0,1900,2015,0.0,0.0,2.0,R,CP,G,M,5.0,2.0,1.0,0.0,S,,,1.0,N,,,W,N,0.0,A,F,A,N,F,,FS,1.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3082425,-71.1180444
136558,1901468000,1901468000,1901468000,31,BALLARD,ST,,2130,995,CM,0,0,0,0,2480.0,1900,2006,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.30770589999999,-71.1178936
136563,1901469000,1901469000,1901469000,35,BALLARD,ST,,2130,995,CM,0,0,0,0,5112.0,1905,2010,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.3075871,-71.1179052
136631,1901482000,1901482000,1901482000,20,BARDWELL,ST,,2130,995,CM,0,0,0,0,4440.0,1910,1997,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.308037,-71.1168375
136655,1901488000,1901488000,1901488000,1,ACHORN,CI,,2130,995,CM,0,0,0,0,4088.0,1890,2005,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.4072107,-71.3824374
136709,1901503000,1901503000,1901503000,798,CENTRE,ST,,2130,995,CM,0,0,0,0,5285.0,1880,2003,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3087319,-71.1172089
136723,1901512000,1901512000,1901512000,31,BARDWELL,ST,,2130,995,CM,0,0,0,0,3228.0,1875,2003,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3081415,-71.1176151
136726,1901513000,1901513000,1901513000,25 27,SOUTH,ST,,2130,995,CM,0,0,0,0,5870.0,1925,2010,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,3.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3088685,-71.1158184
136730,1901514000,1901514000,1901514000,29 -31,SOUTH,ST,,2130,995,CM,0,0,0,0,5438.0,1922,2016,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,C,G,,,,,,,,,,,,,,,,,,,,42.3087549,-71.1158162
136736,1901518000,1901518000,1901518000,7,BARDWELL,ST,,2130,995,CM,0,0,0,0,3160.0,1905,1999,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,DK,3.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.3084837,-71.1161876
136747,1901527000,1901527000,1901527000,772 - 780,CENTRE,ST,,2130,995,CM,0,0,0,0,13722.0,1899,2007,0.0,0.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,,,FS,9.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3096354,-71.1152194
136772,1901541000,1901541000,1901541000,39,PRINCE,ST,,2130,995,CM,0,0,0,0,4772.0,1905,2001,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.31049240000001,-71.1207833
136799,1901563000,1901563000,1901563000,78,ORCHARD,ST,,2130,995,CM,0,0,0,0,5100.0,1910,2005,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.3119708,-71.1207368
136803,1901565000,1901565000,1901565000,66,ORCHARD,ST,,2130,995,CM,0,0,0,0,5477.0,1910,2004,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,S,A,,,,,,,,,,,,,,,,,,,,42.3116735,-71.1207368
136808,1901568000,1901568000,1901568000,58,ORCHARD,ST,,2130,995,CM,0,0,0,0,4900.0,1910,1950,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.3112411,-71.1205976
136811,1901569000,1901569000,1901569000,54,ORCHARD,ST,,2130,995,CM,0,0,0,0,4900.0,1910,2008,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.3111217,-71.1205512
136819,1901573000,1901573000,1901573000,40,ORCHARD,ST,,2130,995,CM,0,0,0,0,3542.0,1910,1989,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.310615,-71.1204119
136824,1901576000,1901576000,1901576000,32,ORCHARD,ST,,2130,995,CM,0,0,0,0,3220.0,1875,1997,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3103337,-71.12040209999999
136827,1901577000,1901577000,1901577000,30,ORCHARD,ST,,2130,995,CM,0,0,0,0,3621.0,1930,2002,0.0,0.0,2.5,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.31022859999999,-71.1203988
136865,1901611000,1901611000,1901611000,44,PRINCE,ST,,2130,995,CM,0,0,0,0,5070.0,1915,1999,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,A,,,,,,,,,,,,,,,,,,,,42.31081810000001,-71.1213867
136868,1901612000,1901612000,1901612000,40,PRINCE,ST,,2130,995,CM,0,0,0,0,5070.0,1902,1982,0.0,0.0,2.0,R,TF,H,W,14.0,4.0,2.0,0.0,S,S,,2.0,S,S,,W,N,0.0,G,A,A,N,A,,FS,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.31066149999999,-71.1213403
136871,1901613000,1901613000,1901613000,36,PRINCE,ST,,2130,995,CM,0,0,0,0,5070.0,1912,2001,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3105343,-71.1212475
136875,1901615000,1901615000,1901615000,28,PRINCE,ST,,2130,995,CM,0,0,0,0,5170.0,1915,2006,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,G,,,,,,,,,,,,,,,,,,,,42.3102212,-71.1211546
136878,1901616000,1901616000,1901616000,24,PRINCE,ST,,2130,995,CM,0,0,0,0,5120.0,1916,1989,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3101018,-71.1211082
136884,1901622000,1901622000,1901622000,9,ARBORWAY,TE,,2130,995,CM,0,0,0,0,5172.0,1920,2000,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.312978,-71.1227911
136901,1901642012,1901642010,1901642010,25,ORCHARD,ST,1,2130,102,CD,0,528200,528200,556723,1127.0,1991,2017,1127.0,1127.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,Y,T,5.0,3.0,2.0,0.0,M,M,,F,M,W,N,1.0,N,G,A,42.3100211,-71.119896
136903,1901645000,1901645000,1901645000,27 - 29,ORCHARD,ST,,2130,995,CM,0,0,0,0,5750.0,1900,2016,0.0,0.0,4.0,R,DX,G,F,12.0,6.0,2.0,0.0,M,M,,2.0,M,M,,W,C,0.0,G,G,G,N,A,,DX,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.310153,-71.11986999999999
136914,1901654000,1901654000,1901654000,42,ALDWORTH,ST,,2130,995,CM,0,0,0,0,4466.0,1914,2005,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.31023160000001,-71.1192514
136918,1901656000,1901656000,1901656000,32,ALDWORTH,ST,,2130,995,CM,0,0,0,0,4567.0,1920,2000,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,LR,2.0,0.0,0.0,S,G,,,,,,,,,,,,,,,,,,,,42.3099557,-71.1191585
136919,1901656002,1901656000,1901656000,32,ALDWORTH,ST,1,2130,102,CD,0,579700,579700,611004,1186.0,1920,2000,1186.0,1186.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Y,T,6.0,2.0,1.0,0.0,M,,,F,M,F,C,1.0,N,G,A,42.3099557,-71.1191585
136920,1901656004,1901656000,1901656000,32,ALDWORTH,ST,2,2130,102,CD,0,638900,638900,673401,1298.0,1920,2000,1298.0,1298.0,1.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,Y,T,7.0,3.0,1.0,0.0,M,,,F,M,F,C,1.0,N,G,G,42.3099557,-71.1191585
136929,1901665000,1901665000,1901665000,41,ORCHARD,ST,,2130,995,CM,0,0,0,0,7704.0,1920,2000,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3109154,-71.1199941
136932,1901666000,1901666000,1901666000,45,ORCHARD,ST,,2130,995,CM,0,0,0,0,11566.0,1890,1999,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,F,G,,,,,,,,,,,,,,,,,,,,42.3111562,-71.1200928
136939,1901670000,1901670000,1901670000,53,ORCHARD,ST,,2130,995,CM,0,0,0,0,7221.0,1920,2004,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3116609,-71.12022619999999
136946,1901674000,1901674000,1901674000,85,ORCHARD,ST,,2130,995,CM,0,0,0,0,4705.0,1920,2007,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3123377,-71.12027259999999
136950,1901676000,1901676000,1901676000,95,ORCHARD,ST,,2130,995,CM,0,0,0,0,4620.0,1950,2002,0.0,0.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,M,G,,,,,,,,,,,,,,,,,,,,42.3126507,-71.1203655
136956,1901680000,1901680000,1901680000,112,DUNSTER,RD,,2130,995,CM,0,0,0,0,4310.0,1910,2010,0.0,0.0,2.0,R,TF,H,M,10.0,4.0,4.0,0.0,M,M,M,2.0,M,M,,W,C,2.0,G,G,G,N,A,,FS,2.0,0.0,0.0,M,A,,,,,,,,,,,,,,,,,,,,42.31270689999999,-71.1200405
136959,1901681000,1901681000,1901681000,106,DUNSTER,RD,,2130,995,CM,0,0,0,0,5070.0,1910,2016,0.0,0.0,3.0,R,,,,,,,,,,,,,,,,,,,,,,,,FS,2.0,0.0,0.0,W,A,,,,,,,,,,,,,,,,,,,,42.3125132,-71.1199941
